"species","quad","year","genetID","allcov.0.2","allcov.2.4","allcov.4.6","allcov.6.8","allcov.8.10","allcov.10.12","allcov.12.14","allcov.14.16","allcov.16.18","allcov.18.20","allcov.20.25","allcov.25.30","allcov.30.35","allcov.35.40","allcov.40.45","allcov.45.50","allcov.50.60","allcov.60.70","allcov.70.80","allcov.80.90","allcov.90.100","allcov.100.110","allcov.110.120","allcov.120.130","allcov.130.140","allcov.140.150","allpts.0.2","allpts.2.4","allpts.4.6","allpts.6.8","allpts.8.10","allpts.10.12","allpts.12.14","allpts.14.16","allpts.16.18","allpts.18.20","allpts.20.25","allpts.25.30","allpts.30.35","allpts.35.40","allpts.40.45","allpts.45.50","allpts.50.60","allpts.60.70","allpts.70.80","allpts.80.90","allpts.90.100","allpts.100.110","allpts.110.120","allpts.120.130","allpts.130.140","allpts.140.150","propQ.0.2","propQ.2.4","propQ.4.6","propQ.6.8","propQ.8.10","propQ.10.12","propQ.12.14","propQ.14.16","propQ.16.18","propQ.18.20","propQ.20.25","propQ.25.30","propQ.30.35","propQ.35.40","propQ.40.45","propQ.45.50","propQ.50.60","propQ.60.70","propQ.70.80","propQ.80.90","propQ.90.100","propQ.100.110","propQ.110.120","propQ.120.130","propQ.130.140","propQ.140.150"
"ARTR","Q2",2014,1,0,0,0,0,0,0,0,0,0,0,0.5,0.25,8.64657604533925,32.7931362182641,28.0455567382351,0,92.0268089690924,281.580522445348,458.466582172637,318.35864159369,149.599275657565,3.25750544811194,58.4447318263076,0,0,0,0,0,1,1,1,2,3,1,2,0,2,3,5,4,2,5,7,10,6,6,7,2,1,0,0,0,1,1,1,0.980162061389551,0.913457399037082,0.856232181082659,0.811061030699299,0.775330346878999,0.730133047817703,0.681991607431273,0.591784247237325,0.531150661322747,0.488206890687362,0.456375700300733,0.431908939874947,0.412548978279023,0.383911163564705,0.363782304258668,0.348879305076767,0.330106899658521,0.296107484575288,0.256857289012488,0.220526241314648,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q2",2014,3,0,0,0,0,0,0,0,0.25,0,0,1.91120634145832,13.9787904875251,34.5902222599003,19.5050499129548,0,0,38.2092628481159,353.494971954764,392.281281479244,277.933741499518,238.11257305669,33.3932741277574,28.3089631466621,0,0,0,1,1,0,1,2,1,1,0,1,2,5,2,5,5,3,3,9,9,4,5,8,2,1,0,0,0,1,0.999251111622285,0.886760901600451,0.801293752398747,0.744972728747871,0.705885017371248,0.677361700357273,0.655692110044795,0.638696809215895,0.62502202257035,0.600255956130806,0.557475735240791,0.518351428252047,0.48674665103735,0.461264136496775,0.440469086708892,0.40880636031841,0.385974460855222,0.363055397221329,0.333039394536715,0.300707393318578,0.259124061089651,0.22100879781553,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q2",2014,4,0,0,1.30335738565824,7.8443158736546,9.20218792922409,8.43354373321428,11.179103872341,13.090735841555,4.2126106604137,0.273442542282581,3.50884981986383,83.5768983475009,86.1463909645023,88.5107757263012,43.7760039270782,29.7529321421431,166.141308636134,376.871234803884,391.076255011715,105.140455025192,1.92893487193237,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,9,10,13,6,2,9,4,7,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.975449809861407,0.929587276422142,0.887208790985775,0.850727419561114,0.802034351868127,0.69037848686251,0.582322920458641,0.487210800243713,0.392907480032282,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q2",2014,6,0,0,0,0,0.142214607023844,10.0979134750713,21.092375020478,21.91990107287,15.3794703504445,30.3589193725188,98.7878853776742,74.7974544194695,58.1909422905185,8.30928996361428,7.20323085190995,7.99274031158507,0.25,47.6916203750144,302.577565287862,375.562451681943,271.957474180867,79.6578884757253,0,0,0,0,0,0,0,1,0,0,2,2,2,1,4,5,2,2,8,7,15,7,6,6,1,0,0,0,0,0,1,1,1,1,1,1,0.997267252500761,0.966226743646708,0.930513745734378,0.897059159333475,0.828694026624848,0.778657614048902,0.721558086898358,0.661921911744694,0.614095026414057,0.575512397845857,0.517730641170044,0.475282716239311,0.423506118298818,0.373916788044443,0.314692578957054,0.263105834920895,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q2",2014,7,0,0,0,0.971456902308296,5.35523721211139,7.705332119166,9.50094100471548,25.9702014476885,42.0566269384592,43.0190417672812,76.9013475653358,36.1014886335592,34.9362075743173,34.2521255606646,21.3195917283826,1.155320609792,0.612034332914789,9.40653817473174,58.7002737492168,120.565139441436,179.850716498752,362.460987141923,271.781340949054,89.2841993509614,0.0631884118176913,0,0,0,1,0,0,0,1,1,0,1,2,1,2,2,3,3,7,14,15,9,6,2,1,0,0,0,1,1,1,0.944572999722013,0.846891799113833,0.740365649153117,0.662782982626487,0.605410820877595,0.561536627792659,0.527018673792311,0.46641850439082,0.427261620355517,0.399967453481685,0.379890127784037,0.364517645879779,0.352377677372956,0.334439243721103,0.32183080121195,0.312489406476638,0.305293166054626,0.283795842218145,0.25085893659702,0.218417730550116,0.188367551921924,0.162429720455475,0.141494334262925
"ARTR","Q2",2014,8,0,0,0,0,0,0.261508105329514,9.1991627398863,16.4962576332152,18.6125818914883,10.9203013670231,24.6204794854044,55.8579770864017,40.3175756798522,40.2247028676422,105.032582866286,218.569953907005,415.015732792745,347.261056465072,129.579464227239,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,3,4,7,5,6,4,3,6,10,10,5,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.980586652857911,0.899017949765569,0.815379609608419,0.74516915554916,0.689499799721327,0.607540724867524,0.550546547717143,0.471461602619024,0.387490400479943,0.318279700100805,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q2",2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,12.6009910240804,26.8571848849663,39.4050352953653,187.979952034484,314.305974185304,418.422048532425,358.383918901985,60.958027505804,3.82776091476762,49.9900580297583,2.213050440693,0,0,0,0,0,1,2,0,1,2,2,0,2,5,5,2,2,4,9,10,10,8,8,3,6,1,0,0,1,1,1,1,0.984975732692501,0.925083025792503,0.835704022105913,0.755345914729079,0.692674271357657,0.643102239495474,0.555870080920518,0.499577298662907,0.460461410374618,0.431785790809385,0.409900650283709,0.392668486684227,0.367299904080685,0.349545559765538,0.336436405405936,0.325395997167283,0.292485744064047,0.255096829081714,0.219993067533806,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q2",2015,3,0,0,0,0,0,0,0,0,0,0,0,2.81568440540452,22.8715199093756,29.219285926946,16.1534626989529,0,89.8962453734291,386.887710806216,347.089914133819,322.041976536505,202.687332573766,8.49515569526943,47.3141770919981,0.221536597951399,0,0,0,0,2,1,1,1,1,2,0,0,2,5,4,4,2,4,10,13,7,8,7,3,5,1,0,0,1,1,0.999637372611574,0.925583422273623,0.855431199917566,0.802524451017113,0.762473243446338,0.731428721095013,0.701146210939411,0.659484460519433,0.577475092267041,0.520918655522586,0.480378366572426,0.450107548480231,0.426722839499399,0.408150272530681,0.380570474244944,0.36111036819365,0.346664505630133,0.327166133707867,0.295303717670839,0.256537518679639,0.220445427732463,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q2",2015,4,0,0,0,0,0,0,3.2450031825586,7.69635918548832,12.7618645794998,31.6135777470655,100.783403111181,84.6245858789831,60.5232281254553,9.89287181171767,0.75,18.9004052259946,279.572403228796,334.534610718819,412.136459856487,118.653065505287,0.00616359230116359,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,6,8,14,9,10,5,10,7,5,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.992877799476752,0.952594879144027,0.910802421824889,0.871197307278712,0.816140179313458,0.705461278093668,0.594589129150494,0.489961874051885,0.393002115695373,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q2",2015,6,0,0,5.16316479299307,14.7573079943924,13.6151785351783,6.67270398591299,3.57165689506721,12.5796885470753,14.0169004034754,6.5200795160082,35.981669596643,70.7746757280058,84.4302442502236,38.3199902317901,3.3878334701235,1.01199660426977,1.33780307079024,1.5,153.823971043608,344.582117655653,389.162357848803,254.867125556008,19.617536023613,0,0,0,0,0,1,1,1,1,0,0,1,0,2,2,5,6,4,8,17,10,8,6,8,2,0,0,0,0,1,0.878799384509007,0.764085813792046,0.700927714906313,0.661782135560777,0.635284640247628,0.616198112366264,0.601809406790535,0.590579668323007,0.58157495879558,0.565325109330774,0.554466743996755,0.546701222413693,0.538682401252063,0.518753032956261,0.498256382921243,0.462802835789477,0.420497132930989,0.37792677831229,0.341322970584814,0.307923965025879,0.262332275842802,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q2",2015,7,0,0,0,4.0161456416656,16.1873792981865,23.08460061866,33.099416623704,43.06245858632,37.5699902485189,25.9311693406661,47.6350478457051,11.6259886694905,22.6943201551103,27.3920019995154,18.8423745944064,0.362705972500009,1.88729402749999,0,84.2264694979452,92.8258482171498,252.914743965642,429.717665439091,258.343120088669,44.2752609191875,0,0,0,0,1,0,1,0,1,0,0,1,1,4,1,4,4,2,8,20,16,13,5,1,0,0,0,0,1,1,1,1,0.998480051134196,0.913801627841061,0.817643214790894,0.738345304163622,0.677343516307087,0.629262334331285,0.544903083492066,0.490579121222151,0.452865795382865,0.425229699360599,0.404142517696789,0.38753997952776,0.363098477567391,0.34599142371219,0.333359272366482,0.323654354868178,0.291485122261679,0.254614970478028,0.219832272833813,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q2",2015,8,0,0,0,0,0,13.9289351736308,28.2160073296059,32.2786725293218,13.908099533932,2.93783891847497,5.47765199596515,28.8040452476363,24.2519149663619,25.2523742195066,82.2519986921794,185.632012262551,559.356006954723,450.101678090788,23.2967658349562,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,4,5,5,12,8,6,2,5,5,15,5,5,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.96531103825652,0.88940705869668,0.807131669108276,0.738227985462712,0.683522175334464,0.602891606841866,0.54657054491347,0.470142076018167,0.387031956744101,0.318227645144189,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q20",2007,1,0,0,0,0,4.71095284946212,11.3946727429908,8.6886406252851,0,0,0,0,8.93356964113953,33.9584083612047,2.04985367579326,0.953068264876009,23.4590933388119,14.0003840613296,93.0482838002544,61.9261033434176,0,0,0,0,0,0,0,0,2,1,0,0,2,2,3,0,5,6,5,2,4,1,2,4,3,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.972900002893426,0.908238934877935,0.836336169718125,0.771550041479167,0.674555813871014,0.594507585137277,0.485262397006435,0.392009402955373,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q20",2007,2,0,0,0,0,0,0,6.99417129105174,13.9363538264857,7.12743994947791,6.7734395349091,10.4351968417107,17.4435208380612,16.8285667605627,14.4263483232579,0,0,0,3.43765608049081,5.5385813208332,29.0559348838032,121.487194495764,9.63862655815626,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,3,5,8,3,12,3,5,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.997757317199079,0.914763986468525,0.818745755608687,0.739314894195947,0.678199977016142,0.630025023847622,0.559359931667944,0.510305753228788,0.457239172671292,0.381704500022223,0.317026461374669,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q20",2008,1,0,0,0.697645309616637,10.6828681329191,6.0893559431488,0,0,0,0,0,0.75855840890868,10.0113858300768,13.6415350036738,26.5411538919812,0,0,10.0135207000405,6.15592412168648,5.84663566225659,7.00586921400489,0,0,0,0,0,0,0,2,0,2,1,2,0,3,2,4,3,5,4,4,2,3,7,7,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.973120222875537,0.926852726235113,0.863305825669338,0.793170467283631,0.733304116936967,0.644087431893913,0.568015857884095,0.479313052226177,0.390445160673738,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
