"quad","year","SP_ID","Species","area","x","y","age","survives","dormancy","trackID","distEdgeMin","allEdge"
"q15",33,"4","Schizachyrium scoparium",1697.509,37.10268,74.19932,1,1,0,4,-0.00260162353515625,0
"q15",33,"5","Schizachyrium scoparium",117.8895,95.43631,78.87169,1,1,0,5,0.005828857421875,0
"q15",33,"6","Schizachyrium scoparium",162.7124,71.94769,73.90574,1,1,0,6,16.1612777709961,0
"q15",33,"7","Schizachyrium scoparium",415.6383,87.12778,56.24181,1,1,0,7,0.0004730224609375,0
"q15",33,"8","Schizachyrium scoparium",787.0432,14.79242,27.15486,1,1,0,8,-0.0142296673730016,0
"q15",33,"9","Schizachyrium scoparium",22.22119,27.19678,45.18337,1,0,0,9,23.9644012451172,0
"q15",33,"10","Schizachyrium scoparium",139.6569,94.60489,33.96136,1,1,0,10,-0.006500244140625,0
"q15",33,"11","Schizachyrium scoparium",12.06851,67.01402,30.91644,1,1,0,11,29.1581211090088,0
"q15",33,"12","Schizachyrium scoparium",33.60919,49.08564,29.40919,1,1,0,12,25.8635883331299,0
"q15",33,"13","Schizachyrium scoparium",268.5714,76.42659,15.12624,1,1,0,13,0.753668129444122,0
"q15",33,"14","Schizachyrium scoparium",41.54382,26.40274,15.59447,1,1,0,14,12.2253551483154,0
"q15",33,"15","Schizachyrium scoparium",9.608266,57.27438,13.75684,1,1,0,15,11.6568660736084,0
"q15",33,"16","Schizachyrium scoparium",14.72575,61.47766,11.72291,1,1,0,16,9.62138557434082,0
"q15",33,"17","Schizachyrium scoparium",23.12451,29.43554,10.22649,1,0,0,17,6.75355386734009,0
"q15",33,"18","Schizachyrium scoparium",20.31477,18.67343,8.647632,1,0,0,18,5.52603149414062,0
"q15",34,"24","Schizachyrium scoparium",21.37865,91.35342,97.98579,1,0,0,19,-0.0235137939453125,1
"q15",34,"25","Schizachyrium scoparium",19.25692,85.27171,97.87419,1,0,0,20,-0.0198287963867188,1
"q15",34,"26","Schizachyrium scoparium",83.92502,74.63035,96.38222,1,0,0,21,-0.016143798828125,0
"q15",34,"27","Schizachyrium scoparium",151.5734,23.25773,89.68218,2,0,0,4,1.75034332275391,0
"q15",34,"28","Schizachyrium scoparium",21.99697,97.49966,95.21686,1,0,0,22,0.0183029174804688,0
"q15",34,"29","Schizachyrium scoparium",41.40234,49.18341,94.0219,2,0,0,4,2.62563323974609,0
"q15",34,"30","Schizachyrium scoparium",46.90056,32.28627,90.41228,2,0,0,4,3.94173431396484,0
"q15",34,"31","Schizachyrium scoparium",37.37521,64.70227,91.83177,1,0,0,23,5.10063171386719,0
"q15",34,"32","Schizachyrium scoparium",60.05961,88.93219,87.39097,2,0,0,5,7.36252593994141,0
"q15",34,"33","Schizachyrium scoparium",181.0437,82.08572,80.76826,2,0,0,6,9.15562438964844,0
"q15",34,"34","Schizachyrium scoparium",33.15434,98.02843,84.00489,2,0,0,5,0.0127182006835938,1
"q15",34,"35","Schizachyrium scoparium",33.88459,37.09436,82.5507,2,0,0,4,14.6993713378906,0
"q15",34,"36","Schizachyrium scoparium",114.5955,88.69084,69.27639,2,1,0,7,5.89784240722656,0
"q15",34,"37","Schizachyrium scoparium",26.37596,39.6656,75.27833,2,0,0,4,22.2237548828125,0
"q15",34,"38","Schizachyrium scoparium",56.41191,30.62575,73.56208,2,0,0,4,22.5486373901367,0
"q15",34,"39","Schizachyrium scoparium",25.60496,97.66914,73.36649,2,0,0,5,0.0086669921875,1
"q15",34,"40","Schizachyrium scoparium",27.98109,68.50057,70.13104,2,0,0,6,27.0861968994141,0
"q15",34,"41","Schizachyrium scoparium",16.59914,68.9326,63.26175,2,0,0,6,28.6681747436523,0
"q15",34,"42","Schizachyrium scoparium",40.6354,73.91148,61.90641,2,0,0,7,22.128791809082,0
"q15",34,"43","Schizachyrium scoparium",59.59562,69.63058,52.90326,2,0,0,7,25.9393157958984,0
"q15",34,"44","Schizachyrium scoparium",30.83335,80.51353,49.18937,2,0,0,7,16.6875076293945,0
"q15",34,"45","Schizachyrium scoparium",65.52267,94.90958,45.77295,2,1,0,10,1.24591064453125,0
"q15",34,"46","Schizachyrium scoparium",60.8752,87.28623,45.46974,2,0,0,7,8.43344879150391,0
"q15",34,"47","Schizachyrium scoparium",36.91553,71.66743,42.78175,2,0,0,7,24.6817626953125,0
"q15",34,"48","Schizachyrium scoparium",20.85481,78.04449,41.04212,2,0,0,7,19.3616790771484,0
"q15",34,"49","Schizachyrium scoparium",37.1686,91.0854,36.50743,2,1,0,10,5.23805236816406,0
"q15",34,"50","Schizachyrium scoparium",33.75986,42.71547,34.78439,2,0,0,12,29.943000793457,0
"q15",34,"51","Schizachyrium scoparium",59.05655,66.38029,32.26247,2,0,0,11,28.0428924560547,0
"q15",34,"52","Schizachyrium scoparium",65.1321,82.66153,30.55864,2,1,0,10,12.5156326293945,0
"q15",34,"53","Schizachyrium scoparium",60.98332,57.10218,30.49647,2,1,0,12,25.2307434082031,0
"q15",34,"54","Schizachyrium scoparium",58.83384,73.2726,28.24477,2,1,0,13,21.817741394043,0
"q15",34,"55","Schizachyrium scoparium",13.59409,53.91929,22.86664,2,0,0,12,20.3812274932861,0
"q15",34,"56","Schizachyrium scoparium",39.03274,58.91299,20.3411,2,1,0,15,15.9315452575684,0
"q15",34,"57","Schizachyrium scoparium",12.84205,66.28853,15.64552,2,0,0,13,13.3566980361938,0
"q15",34,"58","Schizachyrium scoparium",41.49526,70.68114,12.38125,2,1,0,13,8.63208103179932,0
"q15",34,"59","Schizachyrium scoparium",24.35325,44.96603,11.42777,1,1,0,24,7.68246412277222,0
"q15",34,"60","Schizachyrium scoparium",49.30183,57.20839,10.64289,2,1,0,16,6.07514619827271,0
"q15",35,"48","Schizachyrium scoparium",59.82998,84.90199,64.24515,3,0,0,7,12.574821472168,0
"q15",35,"49","Schizachyrium scoparium",38.04791,97.31138,53.22657,3,1,0,10,0.0029144287109375,0
"q15",35,"50","Schizachyrium scoparium",33.86364,9.048501,40.81488,3,1,1,8,6.3031702041626,0
"q15",35,"51","Schizachyrium scoparium",68.53806,94.62739,37.03781,3,0,0,10,-0.103446960449219,0
"q15",35,"52","Schizachyrium scoparium",107.2132,30.32632,32.84442,3,1,1,8,22.5303955078125,0
"q15",35,"53","Schizachyrium scoparium",6.463485,53.40818,34.74522,3,0,0,12,32.4459266662598,0
"q15",35,"54","Schizachyrium scoparium",10.66188,56.05182,29.78494,3,1,0,12,27.0383720397949,0
"q15",35,"55","Schizachyrium scoparium",5.405885,91.13878,27.63799,3,0,0,10,8.04949951171875,0
"q15",35,"56","Schizachyrium scoparium",7.895535,48.80197,27.28528,3,0,0,12,24.068660736084,0
"q15",35,"57","Schizachyrium scoparium",4.891475,95.67161,26.23011,3,0,1,10,3.25216674804688,0
"q15",35,"58","Schizachyrium scoparium",3.721126,10.63215,25.7979,3,0,1,8,9.4873218536377,0
"q15",35,"59","Schizachyrium scoparium",13.99666,88.89069,23.43045,3,0,0,10,9.80576324462891,0
"q15",35,"60","Schizachyrium scoparium",4.53818,62.5816,24.47744,3,0,0,15,22.4321479797363,0
"q15",35,"61","Schizachyrium scoparium",7.646324,69.04036,22.36377,3,0,0,13,20.0239315032959,0
"q15",35,"62","Schizachyrium scoparium",10.80896,27.88725,16.20906,3,0,1,14,13.7755308151245,0
"q15",35,"63","Schizachyrium scoparium",11.9281,43.12337,15.56667,2,0,0,24,12.3899345397949,0
"q15",35,"64","Schizachyrium scoparium",10.65875,72.03224,15.75088,3,1,0,13,12.9558191299438,0
"q15",35,"65","Schizachyrium scoparium",23.9217,83.28224,13.3162,3,0,1,13,8.44341087341309,0
"q15",35,"66","Schizachyrium scoparium",30.77621,39.50485,13.36461,2,1,0,24,9.01469707489014,0
"q15",35,"67","Schizachyrium scoparium",3.683877,60.68048,14.21774,3,0,0,16,13.4025201797485,0
"q15",35,"68","Schizachyrium scoparium",5.562501,76.95662,12.1686,3,0,0,13,9.70968151092529,0
"q15",35,"69","Schizachyrium scoparium",1.644814,60.363,12.36136,3,0,0,16,10.8940591812134,0
"q15",35,"70","Schizachyrium scoparium",6.637516,68.20232,9.099751,3,0,0,13,6.86000299453735,0
"q15",35,"71","Schizachyrium scoparium",12.87139,1.056941,7.670806,3,1,1,8,-0.318749248981476,1
"q15",35,"72","Schizachyrium scoparium",13.4792,81.00359,2.311068,3,1,1,13,0.330865651369095,0
"q15",35,"73","Schizachyrium scoparium",11.22592,47.17711,4.931064,2,0,0,24,2.80181741714478,0
"q15",35,"74","Schizachyrium scoparium",14.0316,76.30618,3.685725,3,0,0,13,0.136540144681931,0
"q15",36,"86","Schizachyrium scoparium",15.69605,94.67068,53.36227,4,0,0,10,3.76554107666016,0
"q15",36,"87","Schizachyrium scoparium",41.72139,10.8433,42.5372,4,0,0,8,7.96983051300049,0
"q15",36,"88","Schizachyrium scoparium",8.691395,33.32669,40.06285,4,0,0,8,31.6294193267822,0
"q15",36,"89","Schizachyrium scoparium",33.8124,32.11819,28.83839,4,0,0,8,25.5494136810303,0
"q15",36,"90","Schizachyrium scoparium",6.086331,61.61694,27.63624,4,0,0,12,26.0151042938232,0
"q15",36,"91","Schizachyrium scoparium",9.117843,75.24649,13.08799,4,0,0,13,10.2040691375732,0
"q15",36,"92","Schizachyrium scoparium",10.90584,41.32821,12.72221,3,0,0,24,10.0913782119751,0
"q15",36,"93","Schizachyrium scoparium",10.4283,2.852554,5.29418,4,0,0,8,0.919061303138733,1
"q15",36,"94","Schizachyrium scoparium",17.13454,83.48624,4.018461,4,0,0,13,1.00855207443237,0
"q15",72,"36","Schizachyrium scoparium",147.075,31.0452,59.49034,1,0,0,25,24.0951690673828,0
"q16",33,"3","Schizachyrium scoparium",5744.417,28.29634,81.21731,1,1,0,3,-0.0209128316491842,0
"q16",33,"4","Schizachyrium scoparium",369.0252,77.02528,6.288227,1,1,0,4,-0.0209121704101562,0
"q16",34,"40","Schizachyrium scoparium",22.40044,38.94825,94.85031,2,1,0,3,2.79243469238281,0
"q16",34,"41","Schizachyrium scoparium",33.92844,95.09211,84.32985,2,1,0,3,1.52187347412109,0
"q16",34,"42","Schizachyrium scoparium",12.4023,13.29138,84.50645,2,0,0,3,10.8712882995605,0
"q16",34,"43","Schizachyrium scoparium",38.20916,10.16512,80.41862,2,0,0,3,7.12896156311035,0
"q16",34,"44","Schizachyrium scoparium",51.26083,26.48169,78.6144,2,1,0,3,17.8485641479492,0
"q16",34,"45","Schizachyrium scoparium",20.32437,70.27171,73.13029,2,1,0,3,24.5018997192383,0
"q16",34,"46","Schizachyrium scoparium",40.17258,54.7204,72.22349,2,0,0,3,24.7074432373047,0
"q16",34,"47","Schizachyrium scoparium",85.74052,18.24218,69.7989,2,1,0,3,13.4536333084106,0
"q16",34,"48","Schizachyrium scoparium",12.99389,93.73936,64.6356,2,0,0,3,3.74111175537109,0
"q16",34,"49","Schizachyrium scoparium",23.29083,14.38984,59.76059,2,0,0,3,11.6601839065552,0
"q16",34,"50","Schizachyrium scoparium",64.83913,92.93983,56.15457,2,1,0,3,2.19135284423828,0
"q16",34,"51","Schizachyrium scoparium",37.33132,65.89102,55.0952,2,0,0,3,30.7833404541016,0
"q16",34,"52","Schizachyrium scoparium",7.74314,98.89973,52.54258,2,0,0,3,3.814697265625e-05,1
"q16",34,"53","Schizachyrium scoparium",72.20775,9.444899,47.39579,2,1,0,3,4.52968645095825,0
"q16",34,"54","Schizachyrium scoparium",5.661923,70.27631,50.13261,2,0,0,3,28.425048828125,0
"q16",34,"55","Schizachyrium scoparium",28.5853,73.59164,45.75108,2,1,0,3,23.2673492431641,0
"q16",34,"56","Schizachyrium scoparium",51.85722,32.12234,39.87692,2,1,0,3,28.3425407409668,0
"q16",34,"57","Schizachyrium scoparium",52.62924,44.78117,39.40557,2,0,0,3,33.9779319763184,0
"q16",34,"58","Schizachyrium scoparium",21.8522,97.89461,39.5282,1,0,0,5,-0.00289154052734375,1
